Time,Value,exported_instance,exported_job,http_method,http_route,http_status_code,instance,job,service_name,span_kind,span_name,status_code
2024-08-22 07:47:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:47:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:47:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:47:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:48:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:48:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:48:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:48:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:49:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:49:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:49:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:49:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:50:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:50:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:50:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:50:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:51:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:51:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:51:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:51:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:52:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:52:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:52:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:52:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:53:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:53:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:53:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:53:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:54:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:54:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:54:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:54:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:55:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:55:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:55:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:55:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:56:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:56:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:56:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:56:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:57:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:57:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:57:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:57:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:58:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:58:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:58:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:58:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:59:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:59:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:59:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 07:59:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:00:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:00:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:00:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:00:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:01:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:01:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:01:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:01:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:02:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:02:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:02:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:02:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:03:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:03:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:03:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:03:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:04:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:04:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:04:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:04:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:05:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:05:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:05:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:05:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:06:00,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:06:15,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:06:30,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
2024-08-22 08:06:45,0.0,4e7184d9-e546-45dc-bed1-15904d41e452,express,GET,/,200,otel-collector:8889,aggregated-trace-metrics,express,SPAN_KIND_SERVER,GET /,STATUS_CODE_UNSET
