Time,Value,instance,job
2024-08-22 07:36:45,0.000433400528853632,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:37:00,0.0002676197248827752,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:37:15,0.0002946527555555555,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:37:30,0.0004921088739249284,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:37:45,0.000639526043286965,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:38:00,0.00045546889165407533,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:38:15,0.00046623397920184887,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:38:30,0.0004896132100631167,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:38:45,0.00045284784444444437,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:39:00,0.00044504418170504046,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:39:15,0.0002460830389085172,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:39:30,0.00023764950332229605,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:39:45,0.0002263310668177677,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:40:00,0.00025830455363690916,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:40:15,0.0004905456545410103,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:40:30,0.0004919194612974198,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:40:45,0.0004741153923071796,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:41:00,0.0002653795195448788,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:41:15,0.0002855859111111111,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:41:30,0.0002662706444444444,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:41:45,0.0004493810137552499,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:42:00,0.00022582268888888887,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:42:15,0.00022572269262395272,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:42:30,2.440305340118668e-05,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:42:45,2.7120147545719187e-05,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:43:00,0.00023058926666666665,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:43:15,0.00023712924157240955,otel-collector:8889,aggregated-trace-metrics
2024-08-22 07:43:30,0.00041772922639287074,otel-collector:8889,aggregated-trace-metrics
